name,National ?,Type,Species,Height,Weight,Abilities,Local ?,Japanese,EV yield,Catch rate,Base Happiness,Base EXP,Growth Rate,Egg Groups,Gender,Egg cycles,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,defenses,evolution_moves,levelup_moves,egg_moves,tutor_moves,tm_moves
Axew,610,Dragon ,Tusk Pokémon,2?0? (0.61m),39.7 lbs (18.0 kg),Mold BreakerRivalryUnnerve (hidden ability),116 (Black/White)183 (Black 2/White 2)148 (X/Y),Kibago,1 Attack ,"75 (9.8% with PokéBall, full HP)",35 (lower than normal),64,Slow,"Dragon, Monster ","50% male, 50% female","40 (base 10,240 steps)",320,46,87,60,30,40,57,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '½'), ('Ele', '½'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', ''), ('Dra', '2'), ('Dar', ''), ('Ste', ''), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Scratch', '1'), ('Leer', '4'), ('Assurance', '7'), ('Dragon Rage', '10'), ('Dual Chop', '13'), ('Scary Face', '16'), ('Slash', '20'), ('False Swipe', '24'), ('Dragon Claw', '28'), ('Dragon Dance', '32'), ('Taunt', '36'), ('Dragon Pulse', '41'), ('Swords Dance', '46'), ('Guillotine', '50'), ('Outrage', '56'), ('Giga Impact', '61')])","OrderedDict([('Counter', 'Fighting'), ('Dragon Pulse', 'Dragon'), ('Endeavor', 'Normal'), ('Endure', 'Normal'), ('Focus Energy', 'Normal'), ('Harden', 'Normal'), ('Iron Tail', 'Steel'), ('Night Slash', 'Dark'), ('Razor Wind', 'Normal'), ('Reversal', 'Fighting')])","OrderedDict([('Aqua Tail', 'Water'), ('Draco Meteor', 'Dragon'), ('Dragon Pulse', 'Dragon'), ('Dual Chop', 'Dragon'), ('Endeavor', 'Normal'), ('Iron Tail', 'Steel'), ('Outrage', 'Dragon'), ('Shock Wave', 'Electric'), ('Snore', 'Normal'), ('Superpower', 'Fighting')])","OrderedDict([('Dragon Claw', '2'), ('Roar', '5'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('False Swipe', '54'), ('Fling', '56'), ('Payback', '66'), ('Giga Impact', '68'), ('Swords Dance', '75'), ('X-Scissor', '81'), ('Poison Jab', '84'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Confide', '100')])"
Fraxure,611,Dragon ,Axe Jaw Pokémon,3?3? (0.99m),79.4 lbs (36.0 kg),Mold BreakerRivalryUnnerve (hidden ability),117 (Black/White)184 (Black 2/White 2)149 (X/Y),Onondo,2 Attack ,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),144,Slow,"Dragon, Monster ","50% male, 50% female","40 (base 10,240 steps)",410,66,117,70,40,50,67,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '½'), ('Ele', '½'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', ''), ('Dra', '2'), ('Dar', ''), ('Ste', ''), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Assurance', '7'), ('Dragon Rage', '10'), ('Leer', '4'), ('Scratch', '1'), ('Dual Chop', '13'), ('Scary Face', '16'), ('Slash', '20'), ('False Swipe', '24'), ('Dragon Claw', '28'), ('Dragon Dance', '32'), ('Taunt', '36'), ('Dragon Pulse', '42'), ('Swords Dance', '48'), ('Guillotine', '54'), ('Outrage', '60'), ('Giga Impact', '66')])","OrderedDict([('Counter', 'Fighting'), ('Dragon Pulse', 'Dragon'), ('Endeavor', 'Normal'), ('Endure', 'Normal'), ('Focus Energy', 'Normal'), ('Harden', 'Normal'), ('Iron Tail', 'Steel'), ('Night Slash', 'Dark'), ('Razor Wind', 'Normal'), ('Reversal', 'Fighting')])","OrderedDict([('Aqua Tail', 'Water'), ('Draco Meteor', 'Dragon'), ('Dragon Pulse', 'Dragon'), ('Dual Chop', 'Dragon'), ('Endeavor', 'Normal'), ('Iron Tail', 'Steel'), ('Low Kick', 'Fighting'), ('Outrage', 'Dragon'), ('Shock Wave', 'Electric'), ('Snore', 'Normal'), ('Stomping Tantrum', 'Ground'), ('Superpower', 'Fighting')])","OrderedDict([('Dragon Claw', '2'), ('Roar', '5'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('False Swipe', '54'), ('Fling', '56'), ('Shadow Claw', '65'), ('Payback', '66'), ('Giga Impact', '68'), ('Swords Dance', '75'), ('X-Scissor', '81'), ('Dragon Tail', '82'), ('Poison Jab', '84'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Confide', '100')])"
Haxorus,612,Dragon ,Axe Jaw Pokémon,5?11? (1.80m),232.6 lbs (105.5 kg),Mold BreakerRivalryUnnerve (hidden ability),118 (Black/White)185 (Black 2/White 2)150 (X/Y),Ononokusu,3 Attack ,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),243,Slow,"Dragon, Monster ","50% male, 50% female","40 (base 10,240 steps)",540,76,147,90,60,70,97,"OrderedDict([('Nor', ''), ('Fir', '½'), ('Wat', '½'), ('Ele', '½'), ('Gra', '½'), ('Ice', '2'), ('Fig', ''), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', ''), ('Gho', ''), ('Dra', '2'), ('Dar', ''), ('Ste', ''), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Assurance', '7'), ('Dragon Rage', '10'), ('Leer', '4'), ('Outrage', '66'), ('Scratch', '1'), ('Dual Chop', '13'), ('Scary Face', '16'), ('Slash', '20'), ('False Swipe', '24'), ('Dragon Claw', '28'), ('Dragon Dance', '32'), ('Taunt', '36'), ('Dragon Pulse', '42'), ('Swords Dance', '50'), ('Guillotine', '58'), ('Giga Impact', '74')])","OrderedDict([('Counter', 'Fighting'), ('Dragon Pulse', 'Dragon'), ('Endeavor', 'Normal'), ('Endure', 'Normal'), ('Focus Energy', 'Normal'), ('Harden', 'Normal'), ('Iron Tail', 'Steel'), ('Night Slash', 'Dark'), ('Razor Wind', 'Normal'), ('Reversal', 'Fighting')])","OrderedDict([('Aqua Tail', 'Water'), ('Draco Meteor', 'Dragon'), ('Dragon Pulse', 'Dragon'), ('Dual Chop', 'Dragon'), ('Endeavor', 'Normal'), ('Iron Tail', 'Steel'), ('Laser Focus', 'Normal'), ('Low Kick', 'Fighting'), ('Outrage', 'Dragon'), ('Shock Wave', 'Electric'), ('Snore', 'Normal'), ('Stomping Tantrum', 'Ground'), ('Superpower', 'Fighting')])","OrderedDict([('Dragon Claw', '2'), ('Roar', '5'), ('Toxic', '6'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Earthquake', '26'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Focus Blast', '52'), ('False Swipe', '54'), ('Fling', '56'), ('Brutal Swing', '59'), ('Shadow Claw', '65'), ('Payback', '66'), ('Giga Impact', '68'), ('Swords Dance', '75'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('X-Scissor', '81'), ('Dragon Tail', '82'), ('Poison Jab', '84'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Confide', '100')])"
Cubchoo,613,Ice ,Chill Pokémon,1?8? (0.51m),18.7 lbs (8.5 kg),Slush RushSnow CloakRattled (hidden ability),119 (Black/White)195 (Black 2/White 2)081 (X/Y),Kumashun,1 Attack ,"120 (15.7% with PokéBall, full HP)",70 (normal),61,Medium Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",305,55,70,40,60,40,40,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', '½'), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '2'), ('Fai', '')])",OrderedDict(),"OrderedDict([('Growl', '1'), ('Powder Snow', '5'), ('Bide', '9'), ('Icy Wind', '13'), ('Play Nice', '15'), ('Fury Swipes', '17'), ('Brine', '21'), ('Endure', '25'), ('Charm', '29'), ('Slash', '33'), ('Flail', '36'), ('Rest', '41'), ('Blizzard', '45'), ('Hail', '49'), ('Thrash', '53'), ('Sheer Cold', '57')])","OrderedDict([('Assurance', 'Dark'), ('Avalanche', 'Ice'), ('Encore', 'Normal'), ('Focus Punch', 'Fighting'), ('Ice Punch', 'Ice'), ('Night Slash', 'Dark'), ('Play Rough', 'Fairy'), ('Sleep Talk', 'Normal'), ('Yawn', 'Normal')])","OrderedDict([('Covet', 'Normal'), ('Focus Punch', 'Fighting'), ('Ice Punch', 'Ice'), ('Icy Wind', 'Ice'), ('Low Kick', 'Fighting'), ('Snore', 'Normal'), ('Superpower', 'Fighting'), ('Water Pulse', 'Water')])","OrderedDict([('Toxic', '6'), ('Hail', '7'), ('Hidden Power', '10'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Echoed Voice', '49'), ('Fling', '56'), ('Shadow Claw', '65'), ('Frost Breath', '79'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Confide', '100')])"
Beartic,614,Ice ,Freezing Pokémon,8?6? (2.59m),573.2 lbs (260.0 kg),Slush RushSnow CloakSwift Swim (hidden ability),120 (Black/White)196 (Black 2/White 2)082 (X/Y),Tsunbea,2 Attack ,"60 (7.8% with PokéBall, full HP)",70 (normal),170,Medium Fast,Field ,"50% male, 50% female","20 (base 5,120 steps)",505,95,130,80,70,80,50,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', '½'), ('Fig', '2'), ('Poi', ''), ('Gro', ''), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '2'), ('Fai', '')])","OrderedDict([('Icicle Crash', 'Ice')])","OrderedDict([('Aqua Jet', '1'), ('Bide', '9'), ('Growl', '1'), ('Icicle Crash', '1'), ('Icy Wind', '13'), ('Powder Snow', '5'), ('Sheer Cold', '66'), ('Superpower', '1'), ('Thrash', '59'), ('Play Nice', '15'), ('Fury Swipes', '17'), ('Brine', '21'), ('Endure', '25'), ('Swagger', '29'), ('Slash', '33'), ('Flail', '36'), ('Rest', '41'), ('Blizzard', '45'), ('Hail', '53')])","OrderedDict([('Assurance', 'Dark'), ('Avalanche', 'Ice'), ('Encore', 'Normal'), ('Focus Punch', 'Fighting'), ('Ice Punch', 'Ice'), ('Night Slash', 'Dark'), ('Play Rough', 'Fairy'), ('Sleep Talk', 'Normal'), ('Yawn', 'Normal')])","OrderedDict([('Covet', 'Normal'), ('Focus Punch', 'Fighting'), ('Ice Punch', 'Ice'), ('Icy Wind', 'Ice'), ('Low Kick', 'Fighting'), ('Snore', 'Normal'), ('Superpower', 'Fighting'), ('Throat Chop', 'Dark'), ('Water Pulse', 'Water')])","OrderedDict([('Roar', '5'), ('Toxic', '6'), ('Hail', '7'), ('Bulk Up', '8'), ('Hidden Power', '10'), ('Taunt', '12'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Echoed Voice', '49'), ('Focus Blast', '52'), ('Fling', '56'), ('Shadow Claw', '65'), ('Giga Impact', '68'), ('Stone Edge', '71'), ('Swords Dance', '75'), ('Bulldoze', '78'), ('Frost Breath', '79'), ('Rock Slide', '80'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Confide', '100')])"
Cryogonal,615,Ice ,Crystallizing Pokémon,3?7? (1.09m),326.3 lbs (148.0 kg),Levitate,121 (Black/White)197 (Black 2/White 2)111 (X/Y),Furijio,2 Special Defense ,"25 (3.3% with PokéBall, full HP)",70 (normal),170,Medium Fast,Mineral ,Genderless,"25 (base 6,400 steps)",515,80,50,50,95,135,105,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', '½'), ('Fig', '2'), ('Poi', ''), ('Gro', '0'), ('Fly', ''), ('Psy', ''), ('Bug', ''), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '2'), ('Fai', '')])",OrderedDict(),"OrderedDict([('Bind', '1'), ('Ice Shard', '1'), ('Night Slash', '53'), ('Rapid Spin', '1'), ('Sharpen', '1'), ('Sheer Cold', '57'), ('Icy Wind', '5'), ('Haze', '9'), ('Mist', '9'), ('Aurora Beam', '13'), ('Acid Armor', '17'), ('Ancient Power', '21'), ('Ice Beam', '25'), ('Light Screen', '29'), ('Reflect', '33'), ('Slash', '37'), ('Confuse Ray', '41'), ('Recover', '45'), ('Freeze-Dry', '49'), ('Solar Beam', '50')])",OrderedDict(),"OrderedDict([('Bind', 'Normal'), ('Defog', 'Flying'), ('Icy Wind', 'Ice'), ('Iron Defense', 'Steel'), ('Knock Off', 'Dark'), ('Laser Focus', 'Normal'), ('Magic Coat', 'Psychic'), ('Signal Beam', 'Bug'), ('Snore', 'Normal'), ('Water Pulse', 'Water')])","OrderedDict([('Toxic', '6'), ('Hail', '7'), ('Hidden Power', '10'), ('Ice Beam', '13'), ('Blizzard', '14'), ('Hyper Beam', '15'), ('Light Screen', '16'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Solar Beam', '22'), ('Return', '27'), ('Double Team', '32'), ('Reflect', '33'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Acrobatics', '62'), ('Explosion', '64'), ('Aurora Veil', '70'), ('Frost Breath', '79'), ('Poison Jab', '84'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Flash Cannon', '91'), ('Confide', '100')])"
Shelmet,616,Bug ,Snail Pokémon,1?4? (0.41m),17 lbs (7.7 kg),HydrationShell ArmorOvercoat (hidden ability),122 (Black/White)157 (Black 2/White 2)024 (X/Y),Chobomaki,1 Defense ,"200 (26.1% with PokéBall, full HP)",70 (normal),61,Medium Fast,Bug ,"50% male, 50% female","15 (base 3,840 steps)",305,50,40,85,40,65,25,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', '½'), ('Ice', ''), ('Fig', '½'), ('Poi', ''), ('Gro', '½'), ('Fly', '2'), ('Psy', ''), ('Bug', ''), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Absorb', '1'), ('Acid', '4'), ('Bide', '8'), ('Curse', '13'), ('Struggle Bug', '16'), ('Mega Drain', '20'), ('Yawn', '25'), ('Protect', '28'), ('Acid Armor', '32'), ('Giga Drain', '37'), ('Body Slam', '40'), ('Bug Buzz', '44'), ('Recover', '49'), ('Guard Swap', '50'), ('Final Gambit', '56')])","OrderedDict([('Baton Pass', 'Normal'), ('Double-Edge', 'Normal'), ('Encore', 'Normal'), ('Endure', 'Normal'), ('Feint', 'Normal'), ('Guard Split', 'Psychic'), ('Mind Reader', 'Normal'), ('Mud-Slap', 'Ground'), ('Pursuit', 'Dark'), ('Spikes', 'Ground'), ('Toxic Spikes', 'Poison')])","OrderedDict([('Bug Bite', 'Bug'), ('Gastro Acid', 'Poison'), ('Giga Drain', 'Grass'), ('Signal Beam', 'Bug'), ('Snore', 'Normal')])","OrderedDict([('Toxic', '6'), ('Venoshock', '9'), ('Hidden Power', '10'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Leech Life', '28'), ('Double Team', '32'), ('Sludge Bomb', '36'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Energy Ball', '53'), ('Infestation', '83'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Confide', '100')])"
Accelgor,617,Bug ,Shell Out Pokémon,2?7? (0.79m),55.8 lbs (25.3 kg),HydrationSticky HoldUnburden (hidden ability),123 (Black/White)158 (Black 2/White 2)025 (X/Y),Agiruda,2 Speed ,"75 (9.8% with PokéBall, full HP)",70 (normal),173,Medium Fast,Bug ,"50% male, 50% female","15 (base 3,840 steps)",495,80,70,40,100,60,145,"OrderedDict([('Nor', ''), ('Fir', '2'), ('Wat', ''), ('Ele', ''), ('Gra', '½'), ('Ice', ''), ('Fig', '½'), ('Poi', ''), ('Gro', '½'), ('Fly', '2'), ('Psy', ''), ('Bug', ''), ('Roc', '2'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', ''), ('Fai', '')])",OrderedDict(),"OrderedDict([('Absorb', '1'), ('Acid Spray', '4'), ('Double Team', '8'), ('Final Gambit', '56'), ('Power Swap', '52'), ('Quick Attack', '13'), ('Water Shuriken', '1'), ('Struggle Bug', '16'), ('Mega Drain', '20'), ('Swift', '25'), ('Me First', '28'), ('Agility', '32'), ('Giga Drain', '37'), ('U-turn', '40'), ('Bug Buzz', '44'), ('Recover', '49')])","OrderedDict([('Baton Pass', 'Normal'), ('Double-Edge', 'Normal'), ('Encore', 'Normal'), ('Endure', 'Normal'), ('Feint', 'Normal'), ('Guard Split', 'Psychic'), ('Mind Reader', 'Normal'), ('Mud-Slap', 'Ground'), ('Pursuit', 'Dark'), ('Spikes', 'Ground'), ('Toxic Spikes', 'Poison')])","OrderedDict([('Bug Bite', 'Bug'), ('Gastro Acid', 'Poison'), ('Giga Drain', 'Grass'), ('Knock Off', 'Dark'), ('Laser Focus', 'Normal'), ('Signal Beam', 'Bug'), ('Snore', 'Normal')])","OrderedDict([('Toxic', '6'), ('Venoshock', '9'), ('Hidden Power', '10'), ('Hyper Beam', '15'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Leech Life', '28'), ('Double Team', '32'), ('Sludge Bomb', '36'), ('Sandstorm', '37'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Focus Blast', '52'), ('Energy Ball', '53'), ('Giga Impact', '68'), ('Infestation', '83'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
Stunfisk,618,Ground Electric ,Trap Pokémon,2?4? (0.71m),24.3 lbs (11.0 kg),LimberStaticSand Veil (hidden ability),124 (Black/White)231 (Black 2/White 2)039 (X/Y),Maggyo,2 HP ,"75 (9.8% with PokéBall, full HP)",70 (normal),165,Medium Fast,"Amorphous, Water 1 ","50% male, 50% female","20 (base 5,120 steps)",471,109,66,84,81,99,32,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', '2'), ('Ele', '0'), ('Gra', '2'), ('Ice', '2'), ('Fig', ''), ('Poi', '½'), ('Gro', '2'), ('Fly', '½'), ('Psy', ''), ('Bug', ''), ('Roc', '½'), ('Gho', ''), ('Dra', ''), ('Dar', ''), ('Ste', '½'), ('Fai', '')])",OrderedDict(),"OrderedDict([('Fissure', '61'), ('Flail', '55'), ('Mud-Slap', '1'), ('Mud Sport', '1'), ('Tackle', '1'), ('Water Gun', '1'), ('Bide', '5'), ('Thunder Shock', '9'), ('Mud Shot', '13'), ('Camouflage', '17'), ('Mud Bomb', '21'), ('Discharge', '25'), ('Endure', '30'), ('Bounce', '35'), ('Muddy Water', '40'), ('Thunderbolt', '45'), ('Revenge', '50')])","OrderedDict([('Astonish', 'Ghost'), ('Curse', 'Ghost'), ('Earth Power', 'Ground'), ('Eerie Impulse', 'Electric'), ('Me First', 'Normal'), ('Pain Split', 'Normal'), ('Reflect Type', 'Normal'), ('Shock Wave', 'Electric'), ('Sleep Talk', 'Normal'), ('Spark', 'Electric'), ('Spite', 'Ghost'), ('Yawn', 'Normal')])","OrderedDict([('Aqua Tail', 'Water'), ('Bounce', 'Flying'), ('Earth Power', 'Ground'), ('Electroweb', 'Electric'), ('Endeavor', 'Normal'), ('Foul Play', 'Dark'), ('Magnet Rise', 'Electric'), ('Pain Split', 'Normal'), ('Shock Wave', 'Electric'), ('Snore', 'Normal'), ('Spite', 'Ghost'), ('Stealth Rock', 'Rock'), ('Stomping Tantrum', 'Ground'), ('Uproar', 'Normal'), ('Water Pulse', 'Water')])","OrderedDict([('Toxic', '6'), ('Hidden Power', '10'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Thunderbolt', '24'), ('Thunder', '25'), ('Earthquake', '26'), ('Return', '27'), ('Double Team', '32'), ('Sludge Wave', '34'), ('Sludge Bomb', '36'), ('Sandstorm', '37'), ('Rock Tomb', '39'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Round', '48'), ('Scald', '55'), ('Payback', '66'), ('Stone Edge', '71'), ('Thunder Wave', '73'), ('Bulldoze', '78'), ('Rock Slide', '80'), ('Infestation', '83'), ('Swagger', '87'), ('Sleep Talk', '88'), ('Substitute', '90'), ('Surf', '94'), ('Confide', '100')])"
Mienfoo,619,Fighting ,Martial Arts Pokémon,2?11? (0.89m),44.1 lbs (20.0 kg),Inner FocusRegeneratorReckless (hidden ability),125 (Black/White)219 (Black 2/White 2)003 (X/Y)359 (Ultra Sun/Ultra Moon)106 (Ultra Sun/Ultra Moon),Kojofu,1 Attack ,"180 (23.5% with PokéBall, full HP)",70 (normal),70,Medium Slow,"Field, Human-Like ","50% male, 50% female","25 (base 6,400 steps)",350,45,85,50,55,50,65,"OrderedDict([('Nor', ''), ('Fir', ''), ('Wat', ''), ('Ele', ''), ('Gra', ''), ('Ice', ''), ('Fig', ''), ('Poi', ''), ('Gro', ''), ('Fly', '2'), ('Psy', '2'), ('Bug', '½'), ('Roc', '½'), ('Gho', ''), ('Dra', ''), ('Dar', '½'), ('Ste', ''), ('Fai', '2')])",OrderedDict(),"OrderedDict([('Pound', '1'), ('Meditate', '5'), ('Detect', '9'), ('Fake Out', '13'), ('Double Slap', '17'), ('Swift', '21'), ('Calm Mind', '25'), ('Force Palm', '29'), ('Drain Punch', '33'), ('Jump Kick', '37'), ('U-turn', '41'), ('Quick Guard', '45'), ('Bounce', '49'), ('High Jump Kick', '50'), ('Reversal', '57'), ('Aura Sphere', '61')])","OrderedDict([('Ally Switch', 'Psychic'), ('Baton Pass', 'Normal'), ('Endure', 'Normal'), ('Feint', 'Normal'), ('Knock Off', 'Dark'), ('Low Kick', 'Fighting'), ('Me First', 'Normal'), ('Smelling Salts', 'Normal'), ('Vital Throw', 'Fighting')])","OrderedDict([('Ally Switch', 'Psychic'), ('Bounce', 'Flying'), ('Drain Punch', 'Fighting'), ('Dual Chop', 'Dragon'), ('Focus Punch', 'Fighting'), ('Helping Hand', 'Normal'), ('Knock Off', 'Dark'), ('Low Kick', 'Fighting'), ('Role Play', 'Psychic'), ('Snore', 'Normal')])","OrderedDict([('Work Up', '1'), ('Calm Mind', '4'), ('Toxic', '6'), ('Bulk Up', '8'), ('Hidden Power', '10'), ('Sunny Day', '11'), ('Taunt', '12'), ('Protect', '17'), ('Rain Dance', '18'), ('Frustration', '21'), ('Return', '27'), ('Brick Break', '31'), ('Double Team', '32'), ('Reflect', '33'), ('Rock Tomb', '39'), ('Aerial Ace', '40'), ('Facade', '42'), ('Rest', '44'), ('Attract', '45'), ('Low Sweep', '47'), ('Round', '48'), ('Focus Blast', '52'), ('Fling', '56'), ('Acrobatics', '62'), ('Payback', '66'), ('Stone Edge', '71'), ('Swords Dance', '75'), ('Psych Up', '77'), ('Rock Slide', '80'), ('Poison Jab', '84'), ('Grass Knot', '86'), ('Swagger', '87'), ('Sleep Talk', '88'), ('U-turn', '89'), ('Substitute', '90'), ('Confide', '100')])"
